TIPO_ARCHIVO|ARCHIVO|SENTENCIA_DML|ESQUEMA_OUTPUT|TABLA_OUTPUT|ESQUEMA_INPUT|TABLA_INPUT
Vistas|SQLAExport.txt|REPLACE VIEW|ARMVIEWS|RMA_EPI_OPORTUNIDAD_A|BCIMKT|IN_EPI_Oportunidad
Vistas|SQLAExport10.txt|REPLACE VIEW|ARMVIEWS|RMS_MATRIZ_RIESGO_WEB_A|ARMINP|RME_MARCA_RIESGO
Vistas|SQLAExport10.txt|REPLACE VIEW|ARMVIEWS|RMS_MATRIZ_RIESGO_WEB_A|ARMINP|RME_MATRIZ_RIESGO_V2R0
Vistas|SQLAExport10.txt|REPLACE VIEW|ARMVIEWS|RMS_MATRIZ_RIESGO_WEB_A|ARMINP|RMC_TASA_CON_SOCIOS
Vistas|SQLAExport100.txt|REPLACE VIEW|ARMVIEWS|REP_REV_EVEREST|ARMVIEWS|FT_NOMINAS_CON_SUC_OUT
Vistas|SQLAExport100.txt|REPLACE VIEW|ARMVIEWS|REP_REV_EVEREST|ARMVIEWS|FT_TABLON_CAMPANA_CONSUMO
Vistas|SQLAExport1000.txt|REPLACE VIEW|ARMVIEWS|RCI_AGENDA_HORA_INICIO_CAMP|ARMWORK|RCI_COMM_SCHEDULER
Vistas|SQLAExport1001.txt|REPLACE VIEW|ARMVIEWS|RMU_EJEC_COMER_PYME_A|ARMINP|RME_COMER_PYME_EJE_A
Vistas|SQLAExport1001.txt|REPLACE VIEW|ARMVIEWS|RMU_EJEC_COMER_PYME_A|ARMVIEWS|RMU_EJEC_CTA_EST_FULL_PYME_A
Vistas|SQLAExport1002.txt|REPLACE VIEW|ARMVIEWS|RMU_PLN_MAIL_A|BCIMKT|IN_MAILS
Vistas|SQLAExport1002.txt|REPLACE VIEW|ARMVIEWS|RMU_PLN_MAIL_A|BCIMKT|CM_EXCLUSIONEMAIL_PLN
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|DBC|TABLESIZE
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|armcore|OM_PRESENTATION_TEMPLATE
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|ARMCORE|CM_COMM_PACKAGE_PRESENTATION
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|ARMCORE|CM_COMMUNICATION
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|ARMCORE|CR_FOLDER_ENTRY
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|ARMCORE|CR_FOLDER
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|ARMCORE|OM_PRESENTATION_TEMPLATE_SORT
Vistas|SQLAExport1003.txt|CREATE VIEW|ARMVIEWS|V_EJECUCION_CAMPAIGN|dbc|DBQLObjTbl
Vistas|SQLAExport1004.txt|REPLACE VIEW|ARMVIEWS|RMA_INDICADORES_LSG_A|ARMVIEWS|RMU_CTACTE_LINEAS_A
Vistas|SQLAExport1005.txt|REPLACE VIEW|ARMVIEWS|RMU_FACT_PYME_OUT_M_20180523|ARMINP|RME_FACT_PYME_OUT
Vistas|SQLAExport1006.txt|REPLACE VIEW|ARMVIEWS|D_RMS_TCR_CUOTIZA_INT_OUT_WEB_A|ARMVIEWS|D_RMA_TCR_CUOTIZA_INT_INPUT_A
Vistas|SQLAExport1006.txt|REPLACE VIEW|ARMVIEWS|D_RMS_TCR_CUOTIZA_INT_OUT_WEB_A|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1007.txt|REPLACE VIEW|ARMVIEWS|RMU_PRIORIDAD_EJEC_OPER|ARMCUST|RME_CONTROL_PLANTA_OPERACIONES
Vistas|SQLAExport1008.txt|CREATE VIEW|ARMVIEWS|RMU_PREPASO_MARCA_COMEX_A|ARMOUT|RMC_PREPASO_MARCA_COMEX
Vistas|SQLAExport1009.txt|REPLACE VIEW|ARMVIEWS|RMU_DM_TCR_CTA_NOVA_A|EDW_DMTARJETA_VW|TDC_MAE_CTA_DIA_NOVA
Vistas|SQLAExport101.txt|REPLACE VIEW|ARMVIEWS|RMS_AUM_CUPO_TCR_MMKT_A_170603|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport101.txt|REPLACE VIEW|ARMVIEWS|RMS_AUM_CUPO_TCR_MMKT_A_170603|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport101.txt|REPLACE VIEW|ARMVIEWS|RMS_AUM_CUPO_TCR_MMKT_A_170603|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport101.txt|REPLACE VIEW|ARMVIEWS|RMS_AUM_CUPO_TCR_MMKT_A_170603|ARMVIEWS|RMA_TABLON_ATC_OFTA_INT_A
Vistas|SQLAExport1010.txt|REPLACE VIEW|ARMVIEWS|RMU_TELEFONOS_ONB_PYME_A|ARMVIEWS|RMU_TELEFONOS_A
Vistas|SQLAExport1011.txt|REPLACE VIEW|ARMVIEWS|RMA_SGA_TELE_TEMPLATE|ARMVIEWS|RMA_CLT_RUT_AUTO_A
Vistas|SQLAExport1011.txt|REPLACE VIEW|ARMVIEWS|RMA_SGA_TELE_TEMPLATE|BCIMKT|SOAP_2016
Vistas|SQLAExport1011.txt|REPLACE VIEW|ARMVIEWS|RMA_SGA_TELE_TEMPLATE|BCIMKT|SOAP_2017
Vistas|SQLAExport1011.txt|REPLACE VIEW|ARMVIEWS|RMA_SGA_TELE_TEMPLATE|ARMOUT|RMC_CMP_PALANCAS
Vistas|SQLAExport1012.txt|REPLACE VIEW|ARMVIEWS|RMU_LKG_AVA_TCR_DMC|MKT_JOURNEY_TB|CRM_PYME_AVANCE_TC
Vistas|SQLAExport1013.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_EST_RENTA_A|BCIMKT|IN_RENTA_ESTIMADA_PLN
Vistas|SQLAExport1014.txt|REPLACE VIEW|ARMVIEWS|RMA_OFTA_VGTE_TCR_A|arminp|RME_TABLON_ATC_OFTA_INTER
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMU_AE_COMEX_EMPRESARIOS_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|edw_vw|Organization_Name_Hist
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMU_EJEC_EST_FULL_COMEX_PYME_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMU_DOTACION_EJE_COMEX_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_TBL_RIESGO_AJUS_PYME_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_MOD_PROP_PYME_M
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMJ_CLT_RUT
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_PILOTO_FACT_CUPO_PYME_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_CUPO_DISP_FACT_PYME_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMA_BANCA_A
Vistas|SQLAExport1015.txt|REPLACE VIEW|ARMVIEWS|RMS_COMEX_SEGTO_NOMINA_A|ARMVIEWS|RMU_EJEC_CTA_EST_FULL_PYME_A
Vistas|SQLAExport1016.txt|REPLACE VIEW|ARMVIEWS|RMS_IND_VCD_CAS_BCI_A|EDW_VW|ACCOUNT_PARTY
Vistas|SQLAExport1016.txt|REPLACE VIEW|ARMVIEWS|RMS_IND_VCD_CAS_BCI_A|EDW_VW|AGREEMENT
Vistas|SQLAExport1016.txt|REPLACE VIEW|ARMVIEWS|RMS_IND_VCD_CAS_BCI_A|EDW_VW|BCI_LEGAL_DOC
Vistas|SQLAExport1017.txt|REPLACE VIEW|ARMVIEWS|RMA_PLN_INA_PRIO_A|ARMOUT|CRM_PLN_INA_SUC
Vistas|SQLAExport1018.txt|REPLACE VIEW|ARMVIEWS|RMA_FLG_BAL_VENTAS_A|ARMVIEWS|RMA_BALANCES_A
Vistas|SQLAExport1019.txt|REPLACE VIEW|ARMVIEWS|D_RMS_CRM_PYME_MARGEN_LEA_DMC_A|ARMVIEWS|RMU_CRM_PYME_MARGEN_DISP_A
Vistas|SQLAExport1019.txt|REPLACE VIEW|ARMVIEWS|D_RMS_CRM_PYME_MARGEN_LEA_DMC_A|ARMVIEWS|RMU_CRM_PYME_MARGEN_DISP
Vistas|SQLAExport102.txt|CREATE VIEW|ARMVIEWS|RMU_PBI_WHOLESALE_ENROLAMIENTO360_A|MKT_EXPLORER_TB|PBI_WHOLESALE_ENROLAMIENTO360
Vistas|SQLAExport1020.txt|CREATE VIEW|ARMVIEWS|RMA_OFER_INT_CONS_EMAIL|ARMVIEWS|RMA_DISP_CON_PRIO_A
Vistas|SQLAExport1020.txt|CREATE VIEW|ARMVIEWS|RMA_OFER_INT_CONS_EMAIL|ARMVIEWS|RMU_MONTO_DISP_CON_A
Vistas|SQLAExport1021.txt|CREATE VIEW|ARMVIEWS|RMU_MODELO_JOURNEY_CCL_A|MKT_JOURNEY_TB|MODELO_JOURNEY_CCL
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMWORK|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|armviews|RMR_CLT_PTY_SUC_SUC_OC_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|armviews|RMJ_SUC_sucursal
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|armviews|RMJ_SUC_REGIONAL
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMA_BANCO_CLIENTE_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMA_BANCA_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMA_TABLON_CAMPANA_ANT_A
Vistas|SQLAExport1022.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_CON_TELE_A|ARMVIEWS|RMS_TELEFONOS_A
Vistas|SQLAExport1023.txt|REPLACE VIEW|ARMVIEWS|RMU_CNTRL_PLNTA_EJEC_CTA_JOF_A|ARMINP|RME_CNTRL_PLNTA_EJEC_CTA_JOF_A
Vistas|SQLAExport1024.txt|CREATE VIEW|ARMVIEWS|RMA_OFERTA_INT_CRM_AVA_TC|EDW_Vw|CURRENCY_TRANSLATION_RATE_HIST
Vistas|SQLAExport1024.txt|CREATE VIEW|ARMVIEWS|RMA_OFERTA_INT_CRM_AVA_TC|ARMOUT|RMC_AVA_TCR_VAR_CAMP
Vistas|SQLAExport1024.txt|CREATE VIEW|ARMVIEWS|RMA_OFERTA_INT_CRM_AVA_TC|ARMVIEWS|RMU_ULTIMO_DIA_HABIL_A
Vistas|SQLAExport1024.txt|CREATE VIEW|ARMVIEWS|RMA_OFERTA_INT_CRM_AVA_TC|BCIMKT|TmcTrmCupoTcr
Vistas|SQLAExport1025.txt|REPLACE VIEW|ARMVIEWS|RMA_ECONOMISTA_JEFE_A|ARMINP|IMP_UNIVERSE_ECONOMISTA_JEFE
Vistas|SQLAExport1025.txt|REPLACE VIEW|ARMVIEWS|RMA_ECONOMISTA_JEFE_A|ARMCUST|RMU_PROSPECTS
Vistas|SQLAExport1025.txt|REPLACE VIEW|ARMVIEWS|RMA_ECONOMISTA_JEFE_A|ARMVIEWS|RMJ_PROS_ACCOUNT
Vistas|SQLAExport1026.txt|REPLACE VIEW|ARMVIEWS|RMA_CARD_A|edw_vw|card
Vistas|SQLAExport1027.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_EMAIL_A|Edw_Vw|PARTY_ADDRESS_HIST
Vistas|SQLAExport1027.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_EMAIL_A|Edw_Vw|Address
Vistas|SQLAExport1027.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_EMAIL_A|Edw_vw|ELECTRONIC_ADDRESS
Vistas|SQLAExport1028.txt|CREATE VIEW|ARMVIEWS|RMU_CM_MARCA_AUTO_M|bcimkt|cm_marcaauto
Vistas|SQLAExport1029.txt|CREATE VIEW|ARMVIEWS|RMU_TUBO_COMEX_A|ARMINP|RME_TUBO_COMEX
Vistas|SQLAExport103.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_NOMBRES_A|ARMWORK|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1030.txt|REPLACE VIEW|ARMVIEWS|COMM_MASTER_REL|ARMOUT|RMC_CRM_AUD
Vistas|SQLAExport1030.txt|REPLACE VIEW|ARMVIEWS|COMM_MASTER_REL|ARMCUST|LH_RUN_HISTORY
Vistas|SQLAExport1030.txt|REPLACE VIEW|ARMVIEWS|COMM_MASTER_REL|ARMCORE|CM_COMMUNICATION
Vistas|SQLAExport1030.txt|REPLACE VIEW|ARMVIEWS|COMM_MASTER_REL|ARMWORK|LOOCKUP_COMMUNICATION
Vistas|SQLAExport1030.txt|REPLACE VIEW|ARMVIEWS|COMM_MASTER_REL|armcust|lh_run_history
Vistas|SQLAExport1031.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_HIST|ARMOUT|RMC_AUD_CRM_PYME
Vistas|SQLAExport1031.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_HIST|ARMCUST|LH_RUN_HISTORY
Vistas|SQLAExport1031.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_HIST|ARMCUST|LH_CHANNEL_RESPONSE
Vistas|SQLAExport1031.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_HIST|ARMCORE|CM_RESPONSE
Vistas|SQLAExport1031.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_HIST|ARMWORK|PYME_ENVIO_EMAIL_GENERICO_HIST
Vistas|SQLAExport1032.txt|REPLACE VIEW|ARMVIEWS|RMA_FUNNEL_HABILITADORES_CCL_A|ARMVIEWS|RMU_FUNNEL_HABILITADORES_CCL_A
Vistas|SQLAExport1033.txt|REPLACE VIEW|ARMVIEWS|RMS_RECURRENTES_CCL_A|ARMVIEWS|RMU_RECURRENTES_CCL_A
Vistas|SQLAExport1034.txt|REPLACE VIEW|ARMVIEWS|RMS_PLN_TELECANAL_20171010|ARMVIEWS|RMU_TABLON_CAMPANA_PLN_A
Vistas|SQLAExport1034.txt|REPLACE VIEW|ARMVIEWS|RMS_PLN_TELECANAL_20171010|ARMVIEWS|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1034.txt|REPLACE VIEW|ARMVIEWS|RMS_PLN_TELECANAL_20171010|ARMVIEWS|RMA_NCLI_DCLI_A
Vistas|SQLAExport1034.txt|REPLACE VIEW|ARMVIEWS|RMS_PLN_TELECANAL_20171010|ARMVIEWS|RMU_CLT_EMAIL_A
Vistas|SQLAExport1035.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_PRUEBA|ARMOUT|RMC_AUD_CRM_PYME
Vistas|SQLAExport1035.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_PRUEBA|ARMCUST|LH_RUN_HISTORY
Vistas|SQLAExport1035.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_PRUEBA|ARMCUST|LH_CHANNEL_RESPONSE
Vistas|SQLAExport1035.txt|REPLACE VIEW|ARMVIEWS|RMU_ENVIO_EMAIL_GENERICO_PRUEBA|ARMCORE|CM_RESPONSE
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMWORK|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMU_LKG_EVT_CRM_D
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMA_BANCO_CLIENTE_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMS_TELEFONOS_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMS_CORREO_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMA_DM_TCR_CTA_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMA_DM_TCR_TRJ_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMU_IN_AUMENTO_CUPO_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMVIEWS|RMA_TABLON_ATC_OFTA_INT_A
Vistas|SQLAExport1036.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_TL_V2_1170428|ARMINP|RME_AVN_CUOTAS
Vistas|SQLAExport1037.txt|REPLACE VIEW|ARMVIEWS|RMA_CLT_TCR_ASIG_INTEG_A_OLD|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1037.txt|REPLACE VIEW|ARMVIEWS|RMA_CLT_TCR_ASIG_INTEG_A_OLD|ARMCUST|RME_CI_ASIGNACION_TCR_FIN
Vistas|SQLAExport1038.txt|REPLACE VIEW|ARMVIEWS|RMS_RENTA_ENVIORIESGO_A|BCIMKT|IN_RENTA_ESTIMADA
Vistas|SQLAExport1039.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUD_CMLDSF_PLN_A|edw_vw|bci_financial_system_debt
Vistas|SQLAExport1039.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUD_CMLDSF_PLN_A|edw_vw|bci_financial_system_debt_last
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMOUT|RMC_PRE_CALIF_CRM
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMS_CONSUMO_LP_CCA_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_TCR_INTEGRAL_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMS_ATC_VAR_TAR_CUPO_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_AUM_TCR_INTEGRAL_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|ATC_VAR_TAR_CUPO_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_AVA_TCR_INTEGRAL_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_AUM_LSG_INTEGRAL_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_SGM_INTEGRAL_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMA_SGA_TELE_TEMPLATE_A
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMS_AUTO_ASEGURABLE
Vistas|SQLAExport104.txt|REPLACE VIEW|ARMVIEWS|RMS_NBA_CELULA_INTEGRAL_TELE_A|ARMVIEWS|RMU_PAT_INTEGRAL_A
Vistas|SQLAExport1040.txt|REPLACE VIEW|ARMVIEWS|RMU_PYME_FILTROS_RIESGO_A|Edm_DmEmpresa_Vw|CRM_FILTROS_RIESGO
Vistas|SQLAExport1041.txt|REPLACE VIEW|ARMVIEWS|RMA_SOC_MARCA_RIESGO|ARMINP|RME_MARCA_RIESGO
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|sys_calendar|calendar
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|ARMOUT|RMC_IN_JOUR_AUDIENCIAS
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|OUTPUTCORE|PARTY_ID
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|ARMOUT|RMC_JNY_AUD_GP
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|BCIMKT|JOURNEYS_KPIs_d
Vistas|SQLAExport1042.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_JNY_AUD_F_G_A_1170405|ARMVIEWS|RMA_TABLON_CAMPANA_ANT_A
Vistas|SQLAExport1043.txt|REPLACE VIEW|ARMVIEWS|RMU_TABLON_CMP_PLN_M|ARMINP|RME_TABLON_CAMPANA_PLN_M
Vistas|SQLAExport1043.txt|REPLACE VIEW|ARMVIEWS|RMU_TABLON_CMP_PLN_M|ARMVIEWS|RMU_ULTIMO_DIA_HABIL_A
Vistas|SQLAExport1044.txt|REPLACE VIEW|ARMVIEWS|D_RMU_TCR_CUOTIZA_NAC_INPUT_A|ARMVIEWS|RMA_EVT_CRM_NOPRI_D
Vistas|SQLAExport1045.txt|CREATE VIEW|ARMVIEWS|RMA_HAB_ACTIV_NOTIF_D|ARMVIEWS|RMA_EVT_CRM_NOPRI_D
Vistas|SQLAExport1046.txt|REPLACE VIEW|ARMVIEWS|RMU_EJEC_DOTACION_LEA_FACT_PYME_M_20180717|ARMINP|RME_EJEC_DOTACION_LEA_FACT
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMU_TABLON_CAMPANA_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_TELEFONOS_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMA_BANCO_CLIENTE_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMA_CLT_DEMO_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMR_CLT_PTY_GEO_COM_DP_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_ANTIGUEDAD_CLT_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_CORREO_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_PARTY_RENTA_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_SIT_LABOR_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_CONVENIOS_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMA_INDEPENDIENTE_A
Vistas|SQLAExport1047.txt|REPLACE VIEW|ARMVIEWS|RMS_ONB_TELE_A_1170425|ARMVIEWS|RMS_CANAL_REMOTO_A
