TIPO_ARCHIVO|ARCHIVO|SENTENCIA_DML|ESQUEMA_OUTPUT|TABLA_OUTPUT|ESQUEMA_INPUT|TABLA_INPUT
Vistas|SQLAExport1801.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_JOF_CP_A|Edw_Vw|PARTY_PARTY_RELATIONSHIP_HIST
Vistas|SQLAExport1801.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_JOF_CP_A|ARMVIEWS|RMJ_SUC_SUCURSAL
Vistas|SQLAExport1801.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_JOF_CP_A|ARMVIEWS|RMU_EJECUTIVOS_A
Vistas|SQLAExport1801.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_JOF_CP_A|ARMVIEWS|RMU_CNTRL_PLNTA_EJEC_CTA_JOF_A
Vistas|SQLAExport1802.txt|REPLACE VIEW|ARMVIEWS|RMA_AE_COMEX_EMPRESARIOS_A|ARMVIEWS|RMU_AE_COMEX_EMPRESARIOS_A
Vistas|SQLAExport1802.txt|REPLACE VIEW|ARMVIEWS|RMA_AE_COMEX_EMPRESARIOS_A|ARMVIEWS|RMU_TUBO_COMEX_A
Vistas|SQLAExport1803.txt|CREATE VIEW|ARMVIEWS|RMS_LKG_EVT_AVA_WEB_A|ARMWORK|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1803.txt|CREATE VIEW|ARMVIEWS|RMS_LKG_EVT_AVA_WEB_A|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1803.txt|CREATE VIEW|ARMVIEWS|RMS_LKG_EVT_AVA_WEB_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1803.txt|CREATE VIEW|ARMVIEWS|RMS_LKG_EVT_AVA_WEB_A|ARMVIEWS|RMA_MAX_FEC_LKG_EVT_A
Vistas|SQLAExport1803.txt|CREATE VIEW|ARMVIEWS|RMS_LKG_EVT_AVA_WEB_A|ARMOUT|RMC_AVA_TCR_VAR_CAMP
Vistas|SQLAExport1804.txt|REPLACE VIEW|ARMVIEWS|RMA_DM_TCR_CLI_M_A|EDW_DMTARJETA_VW|TDC_MAE_CLI_MES
Vistas|SQLAExport1805.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_AUTO_WEB_A|ARMWORK|RMJ_CLT_ACCOUNT
Vistas|SQLAExport1805.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_AUTO_WEB_A|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1805.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_AUTO_WEB_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1805.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_AUTO_WEB_A|ARMVIEWS|RMA_CLT_RUT_AUTO_A
Vistas|SQLAExport1805.txt|REPLACE VIEW|ARMVIEWS|RMS_SEG_AUTO_WEB_A|ARMVIEWS|RMA_MAX_FEC_LKG_EVT_A
Vistas|SQLAExport1806.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_EC_A|Edw_Vw|PARTY_PARTY_RELATIONSHIP_HIST
Vistas|SQLAExport1806.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_EC_A|ARMINP|RME_IN_MIGRADOS
Vistas|SQLAExport1806.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_EC_A|ARMVIEWS|RMU_EJECUTIVOS_A
Vistas|SQLAExport1806.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_SUC_EJEC_EC_A|ARMVIEWS|RMU_SETTING
Vistas|SQLAExport1807.txt|REPLACE VIEW|ARMVIEWS|RMS_CLT_DIRECCIONES_A|ARMVIEWS|RMR_CLT_PTY_GEO_COM_DP_A
Vistas|SQLAExport1808.txt|REPLACE VIEW|ARMVIEWS|RMS_DMC_CLT_DEMO_A|ARMVIEWS|RMU_CLT_DEMO_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMU_MOD_PROP_PYME_M
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMA_PILOTO_FACT_CUPO_PYME_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMA_CUPO_DISP_FACT_PYME_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMU_EJEC_CTA_EST_FULL_PYME_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMU_BCA_EJE_LEA_PYME_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|edw_vw|Organization_Name_Hist
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMINP|RME_ACT_GUB_PYME
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMA_NO_POTENC_LEA_FACT_PYME_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMINP|RME_ACT_ECO_FCT_PYME
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMINP|RME_ACT_ECO
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMU_PRIORIZACION_FACT_PYME_M
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMA_RSG_PYME_M
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMR_CLT_PTY_EJE_EF_DOT_FACT_A
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMVIEWS|RMA_GESTION_EVEREST_ULTIMA_D
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMOUT|RMC_SUC_FACT_INB_PYME
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMOUT|RMC_SUC_FACT_FFVV_PYME
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMOUT|RMC_SUC_FACT_NVO_PYME
Vistas|SQLAExport1809.txt|REPLACE VIEW|ARMVIEWS|RMS_FACT_PYME_CASCADA_A|ARMOUT|RMC_SUC_FACT_REC_PYME
Vistas|SQLAExport181.txt|CREATE VIEW|ARMVIEWS|RMA_CUENTAS_CORRIENTES_A|ARMVIEWS|RMU_CUENTAS_CORRIENTES
Vistas|SQLAExport1810.txt|CREATE VIEW|ARMVIEWS|ENVIOS_DMC_PRUEBA|ARMCUST|LH_LEAD_KEY_HISTORY
Vistas|SQLAExport1810.txt|CREATE VIEW|ARMVIEWS|ENVIOS_DMC_PRUEBA|ARMCUST|LH_CHANNEL_RESPONSE
Vistas|SQLAExport1810.txt|CREATE VIEW|ARMVIEWS|ENVIOS_DMC_PRUEBA|ARMCORE|CM_COMMUNICATION
Vistas|SQLAExport1810.txt|CREATE VIEW|ARMVIEWS|ENVIOS_DMC_PRUEBA|ARMCUST|LH_RUN_HISTORY
Vistas|SQLAExport1810.txt|CREATE VIEW|ARMVIEWS|ENVIOS_DMC_PRUEBA|ARMOUT|RMC_AUD_CRM_PYME
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Sm_Segment
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Sm_Logical_Segment_Run
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Sm_Segment_Run
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Sm_Logical_Segment
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Sm_Segment_Plan
Vistas|SQLAExport1811.txt|REPLACE VIEW|ARMVIEWS|D_FUNNEL_INSIGHT_COUNTS|ARMCORE|Cm_Communication
Vistas|SQLAExport1812.txt|REPLACE VIEW|ARMVIEWS|RMU_CLT_NOMBRES_PROSPECT_A|EDW_PROSPECT_VW|EXTERNAL_IDENTIFICATION_HIST
Vistas|SQLAExport1813.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUDA_D00_ULT_MES_A|edw_Vw|bci_D00
Vistas|SQLAExport1813.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUDA_D00_ULT_MES_A|EDW_VW|bci_D00
Vistas|SQLAExport1814.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUDA_NOVA_PLN_A|edw_vw|BCI_NOVA_D00
Vistas|SQLAExport1814.txt|REPLACE VIEW|ARMVIEWS|RMA_DEUDA_NOVA_PLN_A|edw_vw|tab
Vistas|SQLAExport1815.txt|REPLACE VIEW|ARMVIEWS|RMA_MARCA_READY_A|ARMVIEWS|RMU_MARCA_READY_A
Vistas|SQLAExport1816.txt|REPLACE VIEW|ARMVIEWS|RMU_NO_POTENCIALES_LEA_FACT_PYME_M|ARMINP|RME_CLI_NO_POTENCIALES
Vistas|SQLAExport1817.txt|REPLACE VIEW|ARMVIEWS|RMA_MRG_LCX_A|ARMVIEWS|RMU_MARGEN_PARTY_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMS_TELEFONOS_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMU_TABLON_CAMPANA_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_PARTY_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMS_PARTY_RENTA_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_OFERTA_EXTRA_AUTO_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_DISPONIBLE_CON_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMINP|RME_CON_MARCAS_ESPECIALES
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_DISPONIBLE_CCA_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMA_BANCO_CLIENTE_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMU_EJECUTIVOS_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMOUT|RMC_CMP_PALANCAS
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|ARMVIEWS|RMS_CONVENIOS_A
Vistas|SQLAExport1818.txt|REPLACE VIEW|ARMVIEWS|RMS_ABONO_MIRA_CLIENTE_A|edw_vw|event_payment_bel
Vistas|SQLAExport1819.txt|REPLACE VIEW|ARMVIEWS|RMU_CnvCosto_0_PLN_A|bcimkt|IN_CnvCosto_0
Vistas|SQLAExport182.txt|CREATE VIEW|ARMVIEWS|RMU_DME_MAESTRO_OPERACIONES_M|Edm_DmEmpresa_Vw|Dme_Maestro_Operaciones
Vistas|SQLAExport1820.txt|REPLACE VIEW|ARMVIEWS|RMU_MATRIZ_PRODUCTOS_INVERSIONES_EMAIL|ARMVIEWS|RMA_EVT_CRM_NOPRI_D
Vistas|SQLAExport1820.txt|REPLACE VIEW|ARMVIEWS|RMU_MATRIZ_PRODUCTOS_INVERSIONES_EMAIL|ARMVIEWS|RMS_INVDAP_OFERTA_A
Vistas|SQLAExport1820.txt|REPLACE VIEW|ARMVIEWS|RMU_MATRIZ_PRODUCTOS_INVERSIONES_EMAIL|MKT_Explorer_tb|Inv_Perfil_Nuevo
Vistas|SQLAExport1820.txt|REPLACE VIEW|ARMVIEWS|RMU_MATRIZ_PRODUCTOS_INVERSIONES_EMAIL|MKT_Explorer_tb|Inv_Perfil_Historico
Vistas|SQLAExport1820.txt|REPLACE VIEW|ARMVIEWS|RMU_MATRIZ_PRODUCTOS_INVERSIONES_EMAIL|ARMINP|MATRIZ_PRODUCTOS_INVERSIONES
Vistas|SQLAExport1821.txt|REPLACE VIEW|ARMVIEWS|RMA_CUPOTOT_VIG_TCP_A|ARMWORK|RMM_DEUDA
Vistas|SQLAExport1822.txt|REPLACE VIEW|ARMVIEWS|RMU_VTA_POT_A|EDM_DMSEGTO_VW|Ft_Venta
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMOUT|D_RMC_PRE_CALIF_CRM
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMS_CONSUMO_LP_CCA_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_TCR_INTEGRAL_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMS_ATC_VAR_TAR_CUPO_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_AUM_TCR_INTEGRAL_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|ATC_VAR_TAR_CUPO_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_AVA_TCR_INTEGRAL_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_AUM_LSG_INTEGRAL_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_SGM_INTEGRAL_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMA_SGA_TELE_TEMPLATE_A
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMS_AUTO_ASEGURABLE
Vistas|SQLAExport1823.txt|REPLACE VIEW|ARMVIEWS|D_RMS_NBA_CEL_INTEGRAL_TELE_A|ARMVIEWS|RMU_PAT_INTEGRAL_A
Vistas|SQLAExport1824.txt|CREATE VIEW|ARMVIEWS|RMA_CRM_SCORE_SAB_A|ARMVIEWS|RMU_EVT_CRM_NOPRI_D
Vistas|SQLAExport1825.txt|REPLACE VIEW|ARMVIEWS|RMU_TABLON_CAMPANA_FULL_M|ARMINP|RME_TABLON_CAMPANA_M
Vistas|SQLAExport1826.txt|REPLACE VIEW|ARMVIEWS|RMA_EDAD_NC_PLN_COMPRA_A|bcimkt|in_FecNac_compras
Vistas|SQLAExport1827.txt|REPLACE VIEW|ARMVIEWS|RMA_PARTY_CARD_ATTR_M|EDW_DMTARJETA_VW|TDC_MAE_CTA_MES
Vistas|SQLAExport1827.txt|REPLACE VIEW|ARMVIEWS|RMA_PARTY_CARD_ATTR_M|armviews|RMJ_CLT_PARTY
Vistas|SQLAExport1828.txt|REPLACE VIEW|ARMVIEWS|RMS_DMC_PRUEBA_DEMO|ARMVIEWS|RMU_CLT_DEMO_A
Vistas|SQLAExport1829.txt|REPLACE VIEW|ARMVIEWS|RMU_TRF_CLT_PTY_DMANALIC_A|EDW_DMANALIC_VW|pbd_transferencias
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMWORK|RMJ_CLT_ACCOUNT
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMA_MAX_FEC_LKG_EVT_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMA_PARTY_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMU_CLT_NOMBRES_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMA_BANCO_CLIENTE_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMS_PARTY_RENTA_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMA_TABLON_ATC_OFTA_INT_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMVIEWS|RMU_ACTCR_CUPO_A
Vistas|SQLAExport183.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_EVT_ATC_SUC_A_V2|ARMOUT|RMC_CMP_PALANCAS
Vistas|SQLAExport1830.txt|REPLACE VIEW|ARMVIEWS|RMU_UNIV_LEAKAGE_A|BCIMKT|PRP_Prospecto
Vistas|SQLAExport1830.txt|REPLACE VIEW|ARMVIEWS|RMU_UNIV_LEAKAGE_A|BCIMKT|PRP_Viaje
Vistas|SQLAExport1830.txt|REPLACE VIEW|ARMVIEWS|RMU_UNIV_LEAKAGE_A|BCIMKT|Cm_Pln_Vd
Vistas|SQLAExport1831.txt|REPLACE VIEW|ARMVIEWS|RMA_ATC_PRC_CRITERIO_4|ARMVIEWS|RMU_ATC_PRC_CRITERIO_4
Vistas|SQLAExport1832.txt|REPLACE VIEW|ARMVIEWS|RMJ_PROS_ACCOUNT_20170512|ARMCUST|RMU_PROSPECTS
Vistas|SQLAExport1832.txt|REPLACE VIEW|ARMVIEWS|RMJ_PROS_ACCOUNT_20170512|Edm_CorePrspct_Vw|Prospecto
Vistas|SQLAExport1832.txt|REPLACE VIEW|ARMVIEWS|RMJ_PROS_ACCOUNT_20170512|ARMVIEWS|RMJ_CLT_ACCOUNT_TACTICAL
Vistas|SQLAExport1832.txt|REPLACE VIEW|ARMVIEWS|RMJ_PROS_ACCOUNT_20170512|ARMINP|RME_TABLON_CAMPANA_PLN_M
Vistas|SQLAExport1833.txt|REPLACE VIEW|ARMVIEWS|RMU_TELEFONOS_OLD_MODEL_A|BCIMKT|IN_MTFono
Vistas|SQLAExport1833.txt|REPLACE VIEW|ARMVIEWS|RMU_TELEFONOS_OLD_MODEL_A|BCIMKT|IN_MTFono_Estado
Vistas|SQLAExport1833.txt|REPLACE VIEW|ARMVIEWS|RMU_TELEFONOS_OLD_MODEL_A|BciMkt|IN_MTFono_Tipo
Vistas|SQLAExport1834.txt|REPLACE VIEW|ARMVIEWS|RMU_TABLON_CMP_PLN_ANT_A|ARMINP|RME_TABLON_CAMPANA_PLN_M
Vistas|SQLAExport1835.txt|REPLACE VIEW|ARMVIEWS|RMA_DECIL_PROP_SEG_AP|ARMVIEWS|RMU_MOD_PROP_SEGUROS
Vistas|SQLAExport1836.txt|REPLACE VIEW|ARMVIEWS|RMA_GESTION_EVEREST_D|ARMVIEWS|RMU_GESTION_EVEREST
Vistas|SQLAExport1837.txt|REPLACE VIEW|ARMVIEWS|RMA_PREPASO_MARCA_COMEX_A|ARMVIEWS|RMU_PREPASO_MARCA_COMEX_A
Vistas|SQLAExport1838.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_PLN_NACE_A_20180607_v2|ARMVIEWS|RMA_VW_BCI_DOTACION_PYME_NACE_A
Vistas|SQLAExport1838.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_PLN_NACE_A_20180607_v2|ARMOUT|RMC_LKG_PLAN_NACE
Vistas|SQLAExport1838.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_PLN_NACE_A_20180607_v2|ARMVIEWS|RMA_CRMPYME_HAZTE_CLIENTE_A
Vistas|SQLAExport1838.txt|REPLACE VIEW|ARMVIEWS|RMS_LKG_PLN_NACE_A_20180607_v2|BCIMKT|IN_TELEFONO_ESTRA
Vistas|SQLAExport1839.txt|REPLACE VIEW|ARMVIEWS|RMA_GESTION_TELECANAL_ULTIMA_D|ARMVIEWS|RMU_GESTION_TELECANAL
Vistas|SQLAExport184.txt|REPLACE VIEW|ARMVIEWS|RMU_PLN_OFT_RIESGO_BKP1190717|BCIMKT|NC_OFERTAS
Vistas|SQLAExport1840.txt|REPLACE VIEW|ARMVIEWS|RMU_CON_INTEGRAL_A_20180227|ARMVIEWS|RMA_TABLON_CAMPANA_A
Vistas|SQLAExport1840.txt|REPLACE VIEW|ARMVIEWS|RMU_CON_INTEGRAL_A_20180227|ARMINP|RME_CON_MARCAS_ESPECIALES
Vistas|SQLAExport1841.txt|REPLACE VIEW|ARMVIEWS|RMA_PBD_CONTRATOS_A|ARMVIEWS|RMU_PBD_CONTRATOS_A
Vistas|SQLAExport1842.txt|REPLACE VIEW|ARMVIEWS|RMA_SGM_INTEGRAL_A|ARMVIEWS|RMU_SGM_INTEGRAL_A
Vistas|SQLAExport1843.txt|REPLACE VIEW|ARMVIEWS|REP_EJEC_LEAD_TCR_SEG|ARMVIEWS|FT_OFER_TCR_SUC_EDW_ODS_AGG
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMOUT|RMC_SUC_FACT_INB_PYME
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMVIEWS|RMJ_CLT_PARTY
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMVIEWS|RMA_CLT_RUT_A
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMVIEWS|RMS_FACT_EMPR_PYME_SUC_A
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMVIEWS|RMU_EJEC_CTA_EST_FULL_PYME_A
Vistas|SQLAExport1844.txt|CREATE VIEW|ARMVIEWS|RMS_FACT_SGTO_INBO_NOMINA_A_20180829|ARMVIEWS|RMU_EJEC_DOTACION_LEA_FACT_PYME_M
Vistas|SQLAExport1845.txt|REPLACE VIEW|ARMVIEWS|RMU_EJECUTIVOS_INTEGRA_INV_A|BCIMKT|CAMPINV_ASIG_CRM_DIA
Vistas|SQLAExport1846.txt|REPLACE VIEW|ARMVIEWS|REP_MARCA_EXT|ARMWORK|FT_MARCAS
Vistas|SQLAExport1846.txt|REPLACE VIEW|ARMVIEWS|REP_MARCA_EXT|ARMWORK|DIM_MARCAS_TYPE
Vistas|SQLAExport1847.txt|REPLACE VIEW|ARMVIEWS|RCI_Schema_Type|ARMCORE|MI_SCHEMA_ELEMENT
Vistas|SQLAExport1848.txt|REPLACE VIEW|ARMVIEWS|CRM_SOAP_RNVM_7ANOS|MKT_EXPLORER_TB|Gest_Soap_2018
Vistas|SQLAExport1848.txt|REPLACE VIEW|ARMVIEWS|CRM_SOAP_RNVM_7ANOS|ARMVIEWS|RMA_CLT_RUT_AUTO_A
Vistas|SQLAExport1848.txt|REPLACE VIEW|ARMVIEWS|CRM_SOAP_RNVM_7ANOS|BCIMKT|SOAP_2016
Vistas|SQLAExport1848.txt|REPLACE VIEW|ARMVIEWS|CRM_SOAP_RNVM_7ANOS|BCIMKT|SOAP_2017
Vistas|SQLAExport1848.txt|REPLACE VIEW|ARMVIEWS|CRM_SOAP_RNVM_7ANOS|ARMOUT|RMC_CMP_PALANCAS
Vistas|SQLAExport1849.txt|CREATE VIEW|ARMVIEWS|RMU_I_CRM_OPT_DIA_HIST|MKT_CRM_ANALYTICS_TB|I_CRM_OPT_DIA_HIST
Vistas|SQLAExport185.txt|REPLACE VIEW|ARMVIEWS|RMR_CLT_PTY_EJE_EF_DOT_FACT_A_2509|ARMVIEWS|RMU_BCA_EJE_LEA_PYME_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_CON_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_TCR_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_SEG_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_ONB_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_HIP_A
Vistas|SQLAExport1850.txt|REPLACE VIEW|ARMVIEWS|RMA_CAT_SCAT_A|ARMVIEWS|RMU_CAT_SCAT_LSG_A
